split,strategy,contract_title,contract_words,chunk_count,span_count,covered_span_count,span_coverage
train,fixed_500_no_overlap,DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT,4009,9,20,20,1.0
train,fixed_500_no_overlap,ALAMOGORDOFINANCIALCORP_12_16_1999-EX-1-AGENCY AGREEMENT,18815,38,22,22,1.0
train,fixed_500_no_overlap,StampscomInc_20001114_10-Q_EX-10.47_2631630_EX-10.47_Co-Branding Agreement,11730,24,46,43,0.9347826086956522
train,fixed_500_no_overlap,InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,14682,30,63,58,0.9206349206349206
train,fixed_500_no_overlap,WebmdHealthCorp_20050908_S-1A_EX-10.7_1027007_EX-10.7_Content License Agreement,2356,5,20,19,0.95
train,fixed_500_no_overlap,SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT,10964,22,34,34,1.0
train,fixed_500_no_overlap,ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,2349,5,13,13,1.0
train,fixed_500_no_overlap,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,17147,35,68,62,0.9117647058823529
train,fixed_500_no_overlap,BANUESTRAFINANCIALCORP_09_08_2006-EX-10.16-AGENCY AGREEMENT,7308,15,12,12,1.0
train,fixed_500_no_overlap,ArtaraTherapeuticsInc_20200110_8-K_EX-10.5_11943350_EX-10.5_License Agreement,5818,12,28,27,0.9642857142857143
train,fixed_500_no_overlap,NlsPharmaceuticsLtd_20200228_F-1_EX-10.14_12029046_EX-10.14_Development Agreement,10546,22,29,28,0.9655172413793104
train,fixed_500_no_overlap,"VIRTUALSCOPICS,INC_11_12_2010-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",7273,15,31,28,0.9032258064516129
train,fixed_500_no_overlap,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement1,6565,14,23,22,0.9565217391304348
train,fixed_500_no_overlap,BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,5136,11,31,30,0.967741935483871
train,fixed_500_no_overlap,ASIANDRAGONGROUPINC_08_11_2005-EX-10.5-Reseller Agreement,7018,15,20,19,0.95
train,fixed_500_no_overlap,MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT,41962,84,65,63,0.9692307692307692
train,fixed_500_no_overlap,LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement,12529,26,56,47,0.8392857142857143
train,fixed_500_no_overlap,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement2,526,2,6,6,1.0
train,fixed_500_no_overlap,ZtoExpressCaymanInc_20160930_F-1_EX-10.10_9752871_EX-10.10_Transportation Agreement,1468,3,12,12,1.0
train,fixed_500_no_overlap,2ThemartComInc_19990826_10-12G_EX-10.10_6700288_EX-10.10_Co-Branding Agreement_ Agency Agreement,4467,9,30,29,0.9666666666666667
train,fixed_500_no_overlap,MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,18625,38,51,47,0.9215686274509803
train,fixed_500_no_overlap,XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT,6661,14,17,15,0.8823529411764706
train,fixed_500_no_overlap,"CARDAX,INC_08_19_2014-EX-10.1-COLLABORATION AGREEMENT",8586,18,23,22,0.9565217391304348
train,fixed_500_no_overlap,"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",216,1,5,5,1.0
train,fixed_500_no_overlap,TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT,4724,10,12,11,0.9166666666666666
train,fixed_500_no_overlap,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,8284,17,51,48,0.9411764705882353
train,fixed_500_no_overlap,PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT,2435,5,14,13,0.9285714285714286
train,fixed_500_no_overlap,WaterNowInc_20191120_10-Q_EX-10.12_11900227_EX-10.12_Distributor Agreement,7396,15,41,33,0.8048780487804879
train,fixed_500_no_overlap,MTITECHNOLOGYCORP_11_16_2004-EX-10.102-Reseller Agreement Premier Addendum,4685,10,18,18,1.0
train,fixed_500_no_overlap,SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT,1305,3,18,18,1.0
train,fixed_500_no_overlap,PharmagenInc_20120803_8-KA_EX-10.1_7693204_EX-10.1_Endorsement Agreement,2778,6,19,19,1.0
train,fixed_500_no_overlap,DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,5546,12,18,15,0.8333333333333334
train,fixed_500_no_overlap,"VNUE,INC_07_10_2015-EX-10.1-SPONSORSHIP AGREEMENT",3207,7,18,17,0.9444444444444444
train,fixed_500_no_overlap,LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement,3149,7,19,17,0.8947368421052632
train,fixed_500_no_overlap,PcquoteComInc_19990721_S-1A_EX-10.11_6377149_EX-10.11_Co-Branding Agreement3,395,1,7,7,1.0
train,fixed_500_no_overlap,GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement4,291,1,8,8,1.0
train,fixed_500_no_overlap,"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT",1367,3,18,17,0.9444444444444444
train,fixed_500_no_overlap,IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,2925,6,16,14,0.875
train,fixed_500_no_overlap,NakedBrandGroupInc_20150731_POS AM (on S-1)_EX-10.75_9196027_EX-10.75_Endorsement Agreement,7601,16,35,32,0.9142857142857143
train,fixed_500_no_overlap,ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT,1368,3,8,8,1.0
train,fixed_500_no_overlap,IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,4657,10,18,17,0.9444444444444444
train,fixed_500_no_overlap,BellringBrandsInc_20190920_S-1_EX-10.12_11817081_EX-10.12_Manufacturing Agreement4,258,1,8,8,1.0
train,fixed_500_no_overlap,ParatekPharmaceuticalsInc_20170505_10-KA_EX-10.29_10323872_EX-10.29_Outsourcing Agreement,17726,36,46,44,0.9565217391304348
train,fixed_500_no_overlap,JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,26623,54,86,75,0.872093023255814
train,fixed_500_no_overlap,VnueInc_20150914_8-K_EX-10.1_9259571_EX-10.1_Promotion Agreement,1634,4,12,11,0.9166666666666666
train,fixed_500_no_overlap,NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT,18265,37,25,24,0.96
train,fixed_500_no_overlap,SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT,4818,10,27,25,0.9259259259259259
train,fixed_500_no_overlap,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT",8153,17,21,17,0.8095238095238095
train,fixed_500_no_overlap,SteelVaultCorp_20081224_10-K_EX-10.16_3074935_EX-10.16_Affiliate Agreement,2709,6,16,16,1.0
train,fixed_500_no_overlap,"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT",5749,12,25,25,1.0
train,fixed_500_no_overlap,PlayboyEnterprisesInc_20090220_10-QA_EX-10.2_4091580_EX-10.2_Content License Agreement_ Marketing Agreement_ Sales-Purchase Agreement1,17994,36,70,64,0.9142857142857143
train,fixed_500_no_overlap,TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement,10728,22,49,46,0.9387755102040817
train,fixed_500_no_overlap,"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",1716,4,16,16,1.0
train,fixed_500_no_overlap,BLACKBOXSTOCKSINC_08_05_2014-EX-10.1-DISTRIBUTOR AGREEMENT,2706,6,21,21,1.0
train,fixed_500_no_overlap,WARNERCHILCOTTPLC_12_31_2003-EX-4.36-DEVELOPMENT AGREEMENT,4152,9,13,11,0.8461538461538461
train,fixed_500_no_overlap,VertexEnergyInc_20200113_8-K_EX-10.1_11943624_EX-10.1_Marketing Agreement,7280,15,26,26,1.0
train,fixed_500_no_overlap,NETZEEINC_11_14_2002-EX-10.3-MAINTENANCE AGREEMENT,464,1,9,9,1.0
train,fixed_500_no_overlap,REGANHOLDINGCORP_03_31_2008-EX-10-LICENSE AND HOSTING AGREEMENT,8824,18,22,20,0.9090909090909091
train,fixed_500_no_overlap,MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement,5199,11,31,28,0.9032258064516129
train,fixed_500_no_overlap,HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT,4114,9,14,14,1.0
train,fixed_500_no_overlap,CcRealEstateIncomeFundadv_20181205_POS 8C_EX-99.(H)(3)_11447739_EX-99.(H)(3)_Marketing Agreement,4695,10,14,14,1.0
train,fixed_500_no_overlap,"BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY AGREEMENT",20909,42,17,16,0.9411764705882353
train,fixed_500_no_overlap,"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",621,2,12,12,1.0
train,fixed_500_no_overlap,KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,26840,54,64,60,0.9375
train,fixed_500_no_overlap,PerformanceSportsBrandsInc_20110909_S-1_EX-10.10_7220214_EX-10.10_Endorsement Agreement,4118,9,24,22,0.9166666666666666
train,fixed_500_overlap_100,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,5998,15,46,46,1.0
train,fixed_500_overlap_100,"WHITESMOKE,INC_11_08_2011-EX-10.26-PROMOTION AND DISTRIBUTION AGREEMENT",11313,29,27,27,1.0
train,fixed_500_overlap_100,NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT,170,1,4,4,1.0
train,fixed_500_overlap_100,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,3770,10,23,23,1.0
train,fixed_500_overlap_100,"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",2766,7,24,24,1.0
train,fixed_500_overlap_100,"VEONEER,INC_02_21_2020-EX-10.11-JOINT VENTURE AGREEMENT",1334,4,16,16,1.0
train,fixed_500_overlap_100,"MetLife, Inc. - Remarketing Agreement",17518,44,16,15,0.9375
train,fixed_500_overlap_100,"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT",5761,15,33,33,1.0
train,fixed_500_overlap_100,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,1847,5,13,13,1.0
train,fixed_500_overlap_100,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,1014,3,12,12,1.0
train,fixed_500_overlap_100,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,9608,24,40,40,1.0
train,fixed_500_overlap_100,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,9599,24,26,25,0.9615384615384616
train,fixed_500_overlap_100,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,3784,10,12,12,1.0
train,fixed_500_overlap_100,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,3596,9,22,22,1.0
train,fixed_500_overlap_100,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",1236,3,14,14,1.0
train,fixed_500_overlap_100,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,7774,20,35,35,1.0
train,fixed_500_overlap_100,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,26842,67,43,43,1.0
train,fixed_500_overlap_100,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",8844,22,17,17,1.0
train,fixed_500_overlap_100,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,997,3,10,10,1.0
train,fixed_500_overlap_100,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,3326,9,21,21,1.0
train,fixed_500_overlap_100,"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",3507,9,11,11,1.0
train,fixed_500_overlap_100,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,19581,49,45,39,0.8666666666666667
train,fixed_500_overlap_100,ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement,7522,19,24,24,1.0
train,fixed_500_overlap_100,GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,3199,8,12,12,1.0
train,fixed_500_overlap_100,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,24389,61,84,82,0.9761904761904762
train,fixed_500_overlap_100,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,8396,21,53,53,1.0
train,fixed_500_overlap_100,SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement,11876,30,33,33,1.0
train,fixed_500_overlap_100,HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement,3519,9,22,21,0.9545454545454546
train,fixed_500_overlap_100,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,12890,32,30,30,1.0
train,fixed_500_overlap_100,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,4739,12,17,17,1.0
train,fixed_500_overlap_100,ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT,12422,31,67,67,1.0
train,fixed_500_overlap_100,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,24801,62,52,52,1.0
train,fixed_500_overlap_100,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,18608,47,29,29,1.0
train,fixed_500_overlap_100,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,7249,18,32,32,1.0
train,fixed_500_overlap_100,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement,5471,14,30,30,1.0
train,fixed_500_overlap_100,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,4045,10,13,13,1.0
train,fixed_500_overlap_100,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,223,1,5,5,1.0
train,fixed_500_overlap_100,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",6897,17,31,31,1.0
train,fixed_500_overlap_100,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,5793,15,12,12,1.0
train,fixed_500_overlap_100,SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement,3607,9,17,17,1.0
train,fixed_500_overlap_100,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,9583,24,33,33,1.0
train,fixed_500_overlap_100,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement,4366,11,15,15,1.0
train,fixed_500_overlap_100,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement,7337,19,49,49,1.0
train,fixed_500_overlap_100,VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement,45143,113,26,25,0.9615384615384616
train,fixed_500_overlap_100,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,15862,40,39,38,0.9743589743589743
train,fixed_500_overlap_100,WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,10958,28,26,25,0.9615384615384616
train,fixed_500_overlap_100,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,10830,27,43,43,1.0
train,fixed_500_overlap_100,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT,820,2,8,8,1.0
train,fixed_500_overlap_100,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2,2549,7,13,13,1.0
train,fixed_500_overlap_100,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1,2820,7,6,6,1.0
train,fixed_500_overlap_100,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT,2909,8,19,19,1.0
train,fixed_500_overlap_100,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,1088,3,13,13,1.0
train,fixed_500_overlap_100,SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,2845,7,13,13,1.0
train,fixed_500_overlap_100,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement,1849,5,7,7,1.0
train,fixed_500_overlap_100,"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",188,1,6,6,1.0
train,fixed_500_overlap_100,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement,5339,14,21,21,1.0
train,fixed_500_overlap_100,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,10095,25,28,28,1.0
train,fixed_500_overlap_100,"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT",8147,21,47,47,1.0
train,fixed_500_overlap_100,MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,7708,20,27,27,1.0
train,fixed_500_overlap_100,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement,33948,85,95,94,0.9894736842105263
train,fixed_500_overlap_100,"Antares Pharma, Inc. - Manufacturing Agreement",16365,41,20,20,1.0
train,fixed_500_overlap_100,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement,5415,14,33,33,1.0
train,fixed_500_overlap_100,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,2381,6,14,14,1.0
train,fixed_500_overlap_100,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT,4115,11,16,16,1.0
train,fixed_500_overlap_100,ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement,7251,18,30,30,1.0
train,fixed_500_overlap_100,GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement,6030,15,25,25,1.0
train,fixed_500_overlap_100,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT,9252,23,27,25,0.9259259259259259
train,fixed_500_overlap_100,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,15095,38,62,62,1.0
train,fixed_500_overlap_100,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT,16157,41,65,65,1.0
train,fixed_500_overlap_100,BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,12142,31,40,40,1.0
train,fixed_500_overlap_100,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,682,2,9,9,1.0
train,fixed_500_overlap_100,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,7663,19,37,37,1.0
train,fixed_500_overlap_100,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1,34155,86,41,41,1.0
train,fixed_500_overlap_100,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2,4870,12,21,21,1.0
train,fixed_500_overlap_100,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",973,3,8,8,1.0
train,fixed_500_overlap_100,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment,2848,7,32,32,1.0
train,fixed_500_overlap_100,SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,3885,10,28,28,1.0
train,fixed_500_overlap_100,NUVEEN - REMARKETING AGREEMENT,11298,28,17,17,1.0
train,fixed_500_overlap_100,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,1538,4,13,13,1.0
train,fixed_500_overlap_100,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,5299,13,12,12,1.0
train,fixed_500_overlap_100,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,2320,6,15,15,1.0
train,fixed_500_overlap_100,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,7965,20,20,20,1.0
train,fixed_500_overlap_100,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,4627,12,13,13,1.0
train,fixed_500_overlap_100,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,5066,13,31,31,1.0
train,fixed_500_overlap_100,PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,970,3,13,13,1.0
train,fixed_500_overlap_100,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT,9916,25,29,29,1.0
train,fixed_500_overlap_100,"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",3194,8,14,14,1.0
train,fixed_500_overlap_100,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement,302,1,6,6,1.0
train,fixed_500_overlap_100,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,2901,8,25,25,1.0
train,fixed_500_overlap_100,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT,2765,7,9,9,1.0
train,fixed_500_overlap_100,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT",5813,15,28,28,1.0
train,fixed_500_overlap_100,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,25298,63,56,52,0.9285714285714286
train,fixed_500_overlap_100,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),17975,45,51,51,1.0
train,fixed_500_overlap_100,"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement",1217,3,14,14,1.0
train,fixed_500_overlap_100,ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT,2588,7,18,18,1.0
train,fixed_500_overlap_100,PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement,2500,6,15,15,1.0
train,fixed_500_overlap_100,ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement,4301,11,19,19,1.0
train,fixed_500_overlap_100,RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement,805,2,10,10,1.0
train,fixed_500_overlap_100,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement",28275,71,69,68,0.9855072463768116
train,fixed_500_overlap_100,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,2175,6,17,17,1.0
train,fixed_500_overlap_100,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT,5760,15,20,20,1.0
train,fixed_500_overlap_100,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement2,387,1,6,6,1.0
train,fixed_500_overlap_100,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",2851,7,16,16,1.0
train,fixed_500_overlap_100,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,2044,5,18,18,1.0
train,fixed_500_overlap_100,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,8601,22,29,29,1.0
train,fixed_500_overlap_100,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,1072,3,12,12,1.0
train,fixed_500_overlap_100,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement,5852,15,25,25,1.0
train,fixed_500_overlap_100,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules,3435,9,9,9,1.0
train,fixed_500_overlap_100,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT,6178,16,31,30,0.967741935483871
train,fixed_500_overlap_100,"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT",7265,18,17,17,1.0
train,fixed_500_overlap_100,DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement,16673,42,63,62,0.9841269841269841
train,fixed_500_overlap_100,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT,10705,27,31,31,1.0
train,fixed_500_overlap_100,TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement,916,3,11,11,1.0
train,fixed_500_overlap_100,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,1836,5,13,13,1.0
train,fixed_500_overlap_100,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT,13349,34,30,28,0.9333333333333333
train,fixed_500_overlap_100,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",8879,22,23,23,1.0
train,fixed_500_overlap_100,ArcGroupInc_20171211_8-K_EX-10.1_10976103_EX-10.1_Sponsorship Agreement,2622,7,9,9,1.0
train,fixed_500_overlap_100,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,34973,88,70,68,0.9714285714285714
train,fixed_500_overlap_100,"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT",3604,9,23,23,1.0
