split,strategy,contract_title,contract_words,chunk_count,span_count,covered_span_count,span_coverage
train,fixed_350_overlap_50,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,12890,43,30,29,0.9666666666666667
train,fixed_350_overlap_50,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,4739,16,17,16,0.9411764705882353
train,fixed_350_overlap_50,ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT,12422,42,67,65,0.9701492537313433
train,fixed_350_overlap_50,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,24801,83,52,50,0.9615384615384616
train,fixed_350_overlap_50,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,18608,62,29,28,0.9655172413793104
train,fixed_350_overlap_50,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,7249,24,32,32,1.0
train,fixed_350_overlap_50,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement,5471,19,30,28,0.9333333333333333
train,fixed_350_overlap_50,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,4045,14,13,13,1.0
train,fixed_350_overlap_50,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,223,1,5,5,1.0
train,fixed_350_overlap_50,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",6897,23,31,31,1.0
train,fixed_350_overlap_50,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,5793,20,12,12,1.0
train,fixed_350_overlap_50,SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement,3607,12,17,17,1.0
train,fixed_350_overlap_50,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,9583,32,33,30,0.9090909090909091
train,fixed_350_overlap_50,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement,4366,15,15,15,1.0
train,fixed_350_overlap_50,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement,7337,25,49,47,0.9591836734693877
train,fixed_350_overlap_50,VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement,45143,151,26,25,0.9615384615384616
train,fixed_350_overlap_50,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,15862,53,39,35,0.8974358974358975
train,fixed_350_overlap_50,WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,10958,37,26,25,0.9615384615384616
train,fixed_350_overlap_50,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,10830,36,43,43,1.0
train,fixed_350_overlap_50,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT,820,3,8,8,1.0
train,fixed_350_overlap_50,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2,2549,9,13,13,1.0
train,fixed_350_overlap_50,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1,2820,10,6,6,1.0
train,fixed_350_overlap_50,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT,2909,10,19,19,1.0
train,fixed_350_overlap_50,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,1088,4,13,13,1.0
train,fixed_350_overlap_50,SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,2845,10,13,12,0.9230769230769231
train,fixed_350_overlap_50,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement,1849,6,7,7,1.0
train,fixed_350_overlap_50,"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",188,1,6,6,1.0
train,fixed_350_overlap_50,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement,5339,18,21,21,1.0
train,fixed_350_overlap_50,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,10095,34,28,28,1.0
train,fixed_350_overlap_50,"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT",8147,27,47,46,0.9787234042553191
train,fixed_350_overlap_50,MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,7708,26,27,27,1.0
train,fixed_350_overlap_50,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement,33948,113,95,87,0.9157894736842105
train,fixed_350_overlap_50,"Antares Pharma, Inc. - Manufacturing Agreement",16365,55,20,20,1.0
train,fixed_350_overlap_50,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement,5415,18,33,31,0.9393939393939394
train,fixed_350_overlap_50,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,2381,8,14,13,0.9285714285714286
train,fixed_350_overlap_50,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT,4115,14,16,16,1.0
train,fixed_350_overlap_50,ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement,7251,25,30,26,0.8666666666666667
train,fixed_350_overlap_50,GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement,6030,20,25,25,1.0
train,fixed_350_overlap_50,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT,9252,31,27,23,0.8518518518518519
train,fixed_350_overlap_50,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,15095,51,62,62,1.0
train,fixed_350_overlap_50,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT,16157,54,65,65,1.0
train,fixed_350_overlap_50,BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,12142,41,40,35,0.875
train,fixed_350_overlap_50,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,682,3,9,9,1.0
train,fixed_350_overlap_50,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,7663,26,37,34,0.918918918918919
train,fixed_350_overlap_50,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement1,34155,114,41,39,0.9512195121951219
train,fixed_350_overlap_50,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2,4870,17,21,20,0.9523809523809523
train,fixed_350_overlap_50,"NETGEAR,INC_04_21_2003-EX-10.16-AMENDMENT TO THE DISTRIBUTOR AGREEMENT BETWEEN INGRAM MICRO AND NETGEAR",973,4,8,8,1.0
train,fixed_350_overlap_50,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment,2848,10,32,31,0.96875
train,fixed_350_overlap_50,SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,3885,13,28,28,1.0
train,fixed_350_overlap_50,NUVEEN - REMARKETING AGREEMENT,11298,38,17,15,0.8823529411764706
train,fixed_350_overlap_50,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,1538,5,13,13,1.0
train,fixed_350_overlap_50,WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05_11_2006-EX-10.3-Yield Maintenance Agreement,5299,18,12,12,1.0
train,fixed_350_overlap_50,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT,2320,8,15,13,0.8666666666666667
train,fixed_350_overlap_50,PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement,7965,27,20,20,1.0
train,fixed_350_overlap_50,FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,4627,16,13,13,1.0
train,fixed_350_overlap_50,TodosMedicalLtd_20190328_20-F_EX-4.10_11587157_EX-4.10_Marketing Agreement_ Reseller Agreement,5066,17,31,29,0.9354838709677419
train,fixed_350_overlap_50,PrecheckHealthServicesInc_20200320_8-K_EX-99.2_12070169_EX-99.2_Distributor Agreement,970,4,13,13,1.0
train,fixed_350_overlap_50,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT,9916,33,29,25,0.8620689655172413
train,fixed_350_overlap_50,"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",3194,11,14,14,1.0
train,fixed_350_overlap_50,BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement,302,1,6,6,1.0
train,fixed_350_overlap_50,AMERICANPHYSICIANSCAPITALINC_03_31_2003-EX-10.26-AGENCY AGREEMENT,2901,10,25,25,1.0
train,fixed_350_overlap_50,GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT,2765,10,9,9,1.0
train,fixed_350_overlap_50,"BELLRINGBRANDS,INC_02_07_2020-EX-10.18-MASTER SUPPLY AGREEMENT",5813,20,28,27,0.9642857142857143
train,fixed_350_overlap_50,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,25298,85,56,51,0.9107142857142857
train,fixed_350_overlap_50,HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),17975,60,51,50,0.9803921568627451
train,fixed_350_overlap_50,"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement",1217,4,14,14,1.0
train,fixed_350_overlap_50,ATMOSENERGYCORP_11_22_2002-EX-10.17-TRANSPORTATION SERVICE AGREEMENT,2588,9,18,18,1.0
train,fixed_350_overlap_50,PacificapEntertainmentHoldingsInc_20051115_8-KA_EX-1.01_4300894_EX-1.01_Content License Agreement,2500,9,15,15,1.0
train,fixed_350_overlap_50,ReedsInc_20191113_10-Q_EX-10.4_11888303_EX-10.4_Development Agreement,4301,15,19,17,0.8947368421052632
train,fixed_350_overlap_50,RgcResourcesInc_20151216_8-K_EX-10.3_9372751_EX-10.3_Franchise Agreement,805,3,10,10,1.0
train,fixed_350_overlap_50,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement",28275,95,69,66,0.9565217391304348
train,fixed_350_overlap_50,MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,2175,8,17,17,1.0
train,fixed_350_overlap_50,RUBIOSRESTAURANTSINC_03_31_2008-EX-10.75-SPONSORSHIP AGREEMENT,5760,20,20,18,0.9
train,fixed_350_overlap_50,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement2,387,2,6,6,1.0
train,fixed_350_overlap_50,"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement",2851,10,16,16,1.0
train,fixed_350_overlap_50,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement2,2044,7,18,18,1.0
train,fixed_350_overlap_50,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,8601,29,29,29,1.0
train,fixed_350_overlap_50,NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT,1072,4,12,12,1.0
train,fixed_350_overlap_50,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.34_11788308_EX-10.34_Sponsorship Agreement,5852,20,25,25,1.0
train,fixed_350_overlap_50,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules,3435,12,9,9,1.0
train,fixed_350_overlap_50,ANIXABIOSCIENCESINC_06_09_2020-EX-10.1-COLLABORATION AGREEMENT,6178,21,31,30,0.967741935483871
train,fixed_350_overlap_50,"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT",7265,25,17,17,1.0
train,fixed_350_overlap_50,DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement,16673,56,63,57,0.9047619047619048
train,fixed_350_overlap_50,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT,10705,36,31,27,0.8709677419354839
train,fixed_350_overlap_50,TcPipelinesLp_20160226_10-K_EX-99.12_9454048_EX-99.12_Transportation Agreement,916,3,11,11,1.0
train,fixed_350_overlap_50,HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,1836,6,13,13,1.0
train,fixed_350_overlap_50,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT,13349,45,30,27,0.9
train,fixed_350_overlap_50,"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",8879,30,23,22,0.9565217391304348
train,fixed_350_overlap_50,ArcGroupInc_20171211_8-K_EX-10.1_10976103_EX-10.1_Sponsorship Agreement,2622,9,9,8,0.8888888888888888
train,fixed_350_overlap_50,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,34973,117,70,69,0.9857142857142858
train,fixed_350_overlap_50,"SightLife Surgical, Inc. - STRATEGIC SALES _ MARKETING AGREEMENT",3604,12,23,23,1.0
train,fixed_350_overlap_50,InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,6122,21,23,23,1.0
train,fixed_350_overlap_50,FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION,6318,21,29,29,1.0
train,fixed_350_overlap_50,URSCORPNEW_03_17_2014-EX-99-COOPERATION AGREEMENT,6004,20,9,7,0.7777777777777778
train,fixed_350_overlap_50,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.6_11951677_EX-10.6_License Agreement,7187,24,45,44,0.9777777777777777
train,fixed_350_overlap_50,SalesforcecomInc_20171122_10-Q_EX-10.1_10961535_EX-10.1_Reseller Agreement,435,2,6,6,1.0
train,fixed_350_overlap_50,SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,5346,18,15,14,0.9333333333333333
train,fixed_350_overlap_50,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,11330,38,28,26,0.9285714285714286
train,fixed_350_overlap_50,ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT,9243,31,23,22,0.9565217391304348
train,fixed_350_overlap_50,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,10256,35,27,26,0.9629629629629629
train,fixed_350_overlap_50,ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,12904,43,42,41,0.9761904761904762
train,fixed_350_overlap_50,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,25087,84,93,91,0.978494623655914
train,fixed_350_overlap_50,"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT",6029,20,45,44,0.9777777777777777
train,fixed_350_overlap_50,EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement,2843,10,17,17,1.0
train,fixed_350_overlap_50,AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,2892,10,22,22,1.0
train,fixed_350_overlap_50,DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement,1666,6,22,22,1.0
train,fixed_350_overlap_50,JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,2356,8,18,18,1.0
train,fixed_350_overlap_50,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT,1762,6,13,11,0.8461538461538461
train,fixed_350_overlap_50,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,33705,113,78,73,0.9358974358974359
train,fixed_350_overlap_50,PalmerSquareCapitalBdcInc_20200116_10-12GA_EX-10.6_11949289_EX-10.6_Trademark License Agreement,2306,8,19,19,1.0
train,fixed_350_overlap_50,LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,2351,8,20,20,1.0
train,fixed_350_overlap_50,UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2,3740,13,28,27,0.9642857142857143
train,fixed_350_overlap_50,EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement,2709,9,11,11,1.0
train,fixed_350_overlap_50,ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,6920,23,38,37,0.9736842105263158
train,fixed_350_overlap_50,"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement",11308,38,33,32,0.9696969696969697
train,fixed_350_overlap_50,"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT",903,3,10,10,1.0
train,fixed_350_overlap_50,PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement,10661,36,35,34,0.9714285714285714
train,fixed_350_overlap_50,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,14158,48,34,34,1.0
train,fixed_350_overlap_50,MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT,25333,85,51,50,0.9803921568627451
train,fixed_350_overlap_50,GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT,5880,20,22,21,0.9545454545454546
train,fixed_350_overlap_50,MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement,2438,8,27,25,0.9259259259259259
train,fixed_350_overlap_50,ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,12396,42,25,25,1.0
train,fixed_350_overlap_50,PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement,10213,34,23,22,0.9565217391304348
train,fixed_350_overlap_50,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,45650,152,88,80,0.9090909090909091
train,fixed_350_overlap_50,"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2",1185,4,13,13,1.0
train,fixed_350_overlap_50,EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,9075,31,48,48,1.0
train,fixed_350_overlap_50,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT,3207,11,19,19,1.0
train,fixed_350_overlap_50,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4,756,3,12,12,1.0
train,fixed_350_overlap_50,TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,17487,59,56,46,0.8214285714285714
train,fixed_350_overlap_50,"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement",45577,152,66,64,0.9696969696969697
train,fixed_350_overlap_50,"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",5973,20,18,18,1.0
train,fixed_350_overlap_50,"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",15468,52,35,31,0.8857142857142857
train,fixed_350_overlap_50,EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement,4580,16,30,29,0.9666666666666667
train,fixed_350_overlap_50,"Sonos, Inc. - Manufacturing Agreement ",17177,58,53,53,1.0
train,fixed_350_overlap_50,"ASHWORTHINC_01_29_1999-EX-10.(D)-PROMOTION AGREEMENT AND NANTZ COMMUNICATIONS, INC.",3589,12,27,27,1.0
train,fixed_350_overlap_50,LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,3023,10,11,11,1.0
train,fixed_350_overlap_50,"XLITECHNOLOGIES,INC_12_02_2015-EX-10.02-STRATEGIC ALLIANCE AGREEMENT",875,3,9,9,1.0
train,fixed_350_overlap_50,HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT,5290,18,30,30,1.0
train,fixed_350_overlap_50,BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,23663,79,86,79,0.9186046511627907
train,fixed_350_overlap_50,ReynoldsConsumerProductsInc_20200121_S-1A_EX-10.22_11948918_EX-10.22_Service Agreement,17207,58,26,23,0.8846153846153846
train,fixed_350_overlap_50,"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT",4177,14,12,12,1.0
train,fixed_350_overlap_50,BLACKROCKMUNIHOLDINGSINVESTMENTQUALITYFUND_04_07_2020-EX-99.01-JOINT FILING AGREEMENT,201,1,6,6,1.0
train,fixed_350_overlap_50,ALLISONTRANSMISSIONHOLDINGSINC_12_15_2014-EX-99.1-COOPERATION AGREEMENT,5202,18,18,17,0.9444444444444444
train,fixed_350_overlap_50,WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT,4602,16,32,30,0.9375
train,fixed_350_overlap_50,LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,2899,10,32,32,1.0
train,fixed_350_overlap_50,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT,13201,44,29,28,0.9655172413793104
train,fixed_350_overlap_50,CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement,2664,9,13,13,1.0
train,fixed_350_overlap_50,"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1",4014,14,20,20,1.0
train,fixed_350_overlap_50,NeoformaInc_19991202_S-1A_EX-10.26_5224521_EX-10.26_Co-Branding Agreement,13370,45,70,69,0.9857142857142858
train,fixed_350_overlap_50,AULAMERICANUNITTRUST_04_24_2020-EX-99.8.77-SERVICING AGREEMENT,5607,19,16,16,1.0
train,fixed_350_overlap_50,VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT,8499,29,30,30,1.0
train,fixed_350_overlap_50,RaeSystemsInc_20001114_10-Q_EX-10.57_2631790_EX-10.57_Co-Branding Agreement,5582,19,29,29,1.0
train,fixed_350_overlap_50,QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT,429,2,13,13,1.0
train,fixed_350_overlap_50,ZogenixInc_20190509_10-Q_EX-10.2_11663313_EX-10.2_Distributor Agreement,26626,89,70,66,0.9428571428571428
train,fixed_350_overlap_50,LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,8078,27,44,44,1.0
train,fixed_350_overlap_50,ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement,2316,8,12,12,1.0
train,fixed_350_overlap_50,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,940,3,7,7,1.0
train,fixed_350_overlap_50,"XACCT Technologies, Inc.SUPPORT AND MAINTENANCE AGREEMENT",1796,6,14,14,1.0
train,fixed_350_overlap_50,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,18806,63,82,80,0.975609756097561
train,fixed_350_overlap_50,Apollo Endosurgery - Manufacturing and Supply Agreement,7248,24,24,23,0.9583333333333334
train,fixed_350_overlap_50,"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT",3709,13,22,22,1.0
train,fixed_350_overlap_50,IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business,12072,41,26,25,0.9615384615384616
train,fixed_350_overlap_50,"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",1449,5,14,14,1.0
train,fixed_350_overlap_50,"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT",23061,77,49,48,0.9795918367346939
train,fixed_350_overlap_50,FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement,2804,10,28,28,1.0
train,fixed_350_overlap_50,MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT,8966,30,30,29,0.9666666666666667
train,fixed_350_overlap_50,LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT,2865,10,19,19,1.0
train,fixed_350_overlap_50,FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,15880,53,60,59,0.9833333333333333
train,fixed_350_overlap_50,"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT",5294,18,16,15,0.9375
train,fixed_350_overlap_50,DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT,6760,23,33,33,1.0
train,fixed_350_overlap_50,ULTRAGENYXPHARMACEUTICALINC_12_23_2013-EX-10.9-SUPPLY AGREEMENT,2274,8,16,16,1.0
train,fixed_350_overlap_50,"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",555,2,6,6,1.0
train,fixed_350_overlap_50,SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,7749,26,32,29,0.90625
train,fixed_350_overlap_50,"VAXCYTE,INC_05_22_2020-EX-10.19-SUPPLY AGREEMENT",15227,51,29,26,0.896551724137931
train,fixed_350_overlap_50,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",9672,33,32,25,0.78125
train,fixed_350_overlap_50,"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",3430,12,19,18,0.9473684210526315
train,fixed_350_overlap_50,ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement,24685,83,43,39,0.9069767441860465
train,fixed_350_overlap_50,GlobalTechnologiesGroupInc_20050928_10KSB_EX-10.9_4148808_EX-10.9_Content License Agreement,5899,20,18,18,1.0
train,fixed_350_overlap_50,HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,2236,8,15,15,1.0
train,fixed_350_overlap_50,QuantumGroupIncFl_20090120_8-K_EX-99.2_3672910_EX-99.2_Hosting Agreement,17414,58,32,31,0.96875
train,fixed_350_overlap_50,"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",17703,59,51,49,0.9607843137254902
train,fixed_350_overlap_50,"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT",42742,143,65,55,0.8461538461538461
